,characterName,characterLink,actorName,actorLink,houseName,royal,parents,siblings,killedBy,characterImageThumb,characterImageFull,nickname,killed,servedBy,parentOf,marriedEngaged,serves,kingsguard,guardedBy,actors,guardianOf,allies,abductedBy,abducted,sibling
115,Jaqen H'ghar,/character/ch0259179/,Tom Wlaschiha,/name/nm0937239/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1MjI5MzYwNzNeQTJeQWpwZ15BbWU3MDkxNDcxOTk@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1MjI5MzYwNzNeQTJeQWpwZ15BbWU3MDkxNDcxOTk@._V1_.jpg,,"['The Tickler', 'Amory Lorch', 'Despondent Man']",,,,,,,,,,,,
116,Jaqen's Disguise,/character/ch0259179/,Patrick O'Kane,/name/nm0641433/,,,,,,,,,,,,,,,,,,,,,
117,Jaremy Rykker,/character/ch0305324/,Jeffrey O'Brien,/name/nm4475335/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4YjRmMDYtZjcyMS00YjM3LTg4OWQtZTg2MDFiZTJkZDIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4YjRmMDYtZjcyMS00YjM3LTg4OWQtZTg2MDFiZTJkZDIwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
118,Jeor Mormont,/character/ch0251492/,James Cosmo,/name/nm0181920/,Mormont,,,,['Rast'],https://images-na.ssl-images-amazon.com/images/M/MV5BODAwODYyNzk0NV5BMl5BanBnXkFtZTcwNDI2NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODAwODYyNzk0NV5BMl5BanBnXkFtZTcwNDI2NDk4OQ@@._V1_.jpg,,,,['Jorah Mormont'],,,,,,,,,,
119,Jhiqui,/character/ch0305044/,Sarita Piotrowski,/name/nm4424689/,,,,,,,,,,,,,,,,,,,,,
120,Joffrey Baratheon,/character/ch0156278/,Jack Gleeson,/name/nm0322416/,Baratheon,True,"['Robert Baratheon', 'Cersei Lannister', 'Jaime Lannister']","['Myrcella Baratheon', 'Tommen Baratheon']","['Petyr Baelish', 'Olenna Tyrell']",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDg5MTAwMl5BMl5BanBnXkFtZTcwOTIwODg4OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NDg5MTAwMl5BMl5BanBnXkFtZTcwOTIwODg4OQ@@._V1_SY1000_CR0,0,818,1000_AL_.jpg",,['Ros'],,,"['Sansa Stark', 'Margaery Tyrell']",,,,,,,,,
121,Jojen Reed,/character/ch0316921/,Thomas Brodie-Sangster,/name/nm1032473/,,,['Howland Reed'],['Meera Reed'],['Meera Reed'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTU4MTk4M15BMl5BanBnXkFtZTcwMTE4MTE5OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTU4MTk4M15BMl5BanBnXkFtZTcwMTE4MTE5OQ@@._V1_.jpg,,,,,,,,,,,,,,
122,Jon Arryn,/character/ch0251737/,John Standing,/name/nm0822062/,,,,,['Lysa Arryn'],https://images-na.ssl-images-amazon.com/images/M/MV5BYmJiMzVjYzEtODA2ZC00NTkwLWI1ZDEtNDUxM2Y1NzcxZjU0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJiMzVjYzEtODA2ZC00NTkwLWI1ZDEtNDUxM2Y1NzcxZjU0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,,,,,,,,,,"['Eddard Stark', 'Robert Baratheon']",['Robert Baratheon'],,,
123,Jon Snow,/character/ch0155777/,Kit Harington,/name/nm3229685/,"['Stark', 'Targaryen']",True,"['Rhaegar Targaryen', 'Lyanna Stark']",,"['Alliser Thorne', 'Othell Yarwyck', 'Bowen Marsh', 'Olly']",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMjUxMDk2OV5BMl5BanBnXkFtZTcwMzg3MTg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMjUxMDk2OV5BMl5BanBnXkFtZTcwMzg3MTg4OQ@@._V1_.jpg,,"['Othor', 'Qhorin Halfhand', 'Orell', 'Karl Tanner', 'Styr', 'Mance Rayder', 'Janos Slynt', 'White Walker', 'Alliser Thorne', 'Othell Yarwyck', 'Bowen Marsh', 'Olly', 'Lyanna Stark', 'Daenerys Targaryen']",,,['Ygritte'],,,"['Eddard Stark', 'Ghost']",,,,,,
124,Jonos Bracken,/character/ch0305332/,Gerry O'Brien,/name/nm0639569/,,,,,,,,,,,,,,,,,,,,,
125,Jorah Mormont,/character/ch0158221/,Iain Glen,/name/nm0322513/,Mormont,,['Jeor Mormont'],,['Wights'],"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTcxMDI2NV5BMl5BanBnXkFtZTcwMzgxNzI4OQ@@._V1._CR225,437,407,405._SX100_SY140_.jpg","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNTcxMDI2NV5BMl5BanBnXkFtZTcwMzgxNzI4OQ@@._V1._CR225,437,407,405_.jpg",,"['Qotho', 'Norvoshi Pit Fighter', 'Meereenese Champion']",,,,['Daenerys Targaryen'],,,,,,,,
126,Jory Cassel,/character/ch0245400/,Jamie Sives,/name/nm0803397/,,,,,['Jaime Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BZTg3OGE5MDktNmYxOS00YmFiLWFjMDYtMTBkMjlhYWJhZjYzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTg3OGE5MDktNmYxOS00YmFiLWFjMDYtMTBkMjlhYWJhZjYzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,['Eddard Stark'],,,,,,,,
127,Joyeuse Erenford,/character/ch0304494/,Kelly Long,/name/nm4958677/,,,,,['Catelyn Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MTU5NDQzM15BMl5BanBnXkFtZTcwNjQxNDM2OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MTU5NDQzM15BMl5BanBnXkFtZTcwNjQxNDM2OQ@@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,['Walder Frey'],,,,,,,,,
128,Karl Tanner,/character/ch0396528/,Burn Gorman,/name/nm1218607/,,,,,['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwZGVlODEtM2VhNC00ZjJmLTlmMjAtNzBlNTdmOTcwZGY2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwZGVlODEtM2VhNC00ZjJmLTlmMjAtNzBlNTdmOTcwZGY2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Craster'],,,,,,,,,,,,
129,Karsi,/character/ch0512707/,Birgitte Hjort Sørensen,/name/nm2171898/,,,,,['Pack of Wights'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjcxZWVjZTMtZTBhOS00ZjM5LTkxOTctNzdkMmU2ZTIzYzU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjcxZWVjZTMtZTBhOS00ZjM5LTkxOTctNzdkMmU2ZTIzYzU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Johnna', 'Willa']",,,,,,,,,,
130,Kayla,/character/ch0431526/,Pixie Le Knot,/name/nm4768858/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZmJhNmU5NGItMmUwNC00NDgxLThlYWMtMzc0NTQ4YmZiMDIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmJhNmU5NGItMmUwNC00NDgxLThlYWMtMzc0NTQ4YmZiMDIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SY1000_CR0,0,1718,1000_AL_.jpg",,,,,,,,,,,,,,
131,Kegs,/character/ch0305327/,Tim Landers,/name/nm2461009/,,,,,['Wildling'],,,,,,,,,,,,,,,,
132,Kevan Lannister,/character/ch0305013/,Ian Gelder,/name/nm0312245/,Lannister,,,['Tywin Lannister'],['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjZkMzliOWYtODIwNS00ZTU2LWIxNTAtYjFlNTA1YjdhNzc4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjZkMzliOWYtODIwNS00ZTU2LWIxNTAtYjFlNTA1YjdhNzc4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Lancel Lannister', 'Martyn Lannister', 'Willem Lannister']",,,,,,,,,,
133,Khal Drogo,/character/ch0171388/,Jason Momoa,/name/nm0597388/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTE2MjczM15BMl5BanBnXkFtZTcwMDA5NDk4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMTE2MjczM15BMl5BanBnXkFtZTcwMDA5NDk4OQ@@._V1_.jpg,,"['Viserys Targaryen', 'Mago']",,['Rhaego'],['Daenerys Targaryen'],,,,,,,,,
134,Khal Moro,/character/ch0538748/,Joseph Naufahu,/name/nm0622533/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BN2ZkODIwY2MtNzViYS00NDEwLWE2ZjItZDFiMzg1MWVjMzQwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BN2ZkODIwY2MtNzViYS00NDEwLWE2ZjItZDFiMzg1MWVjMzQwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
135,Khal Rhalko,/character/ch0535371/,Andrei Claude,/name/nm3040811/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTFkMWRiMDItN2Q2Ny00N2VlLWIxMzYtZDMwODkwNDE4ZTYyXkEyXkFqcGdeQXVyMTk0NzA0Njg@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTFkMWRiMDItN2Q2Ny00N2VlLWIxMzYtZDMwODkwNDE4ZTYyXkEyXkFqcGdeQXVyMTk0NzA0Njg@._V1_.jpg,,,,,,,,,,,,,,
136,King Joffrey Baratheon Dwarf,/character/ch0156278/,Raymond Griffiths,/name/nm0341739/,,,,,,,,,,,,,,,,,,,,,
137,King Renly Baratheon Dwarf,/character/ch0246253/,Dean Whatton,/name/nm2482781/,,,,,,,,,,,,,,,,,,,,,
138,King Robb Stark Dwarf,/character/ch0158596/,George Appleby,/name/nm3338062/,,,,,,,,,,,,,,,,,,,,,
139,King Stannis Baratheon Dwarf,/character/ch0250897/,Maxwell Laird,/name/nm3453345/,,,,,,,,,,,,,,,,,,,,,
140,King's Landing Rioter #1,/character/ch0348391/,Reg Wayment,/name/nm1168404/,,,,,['Sandor Clegane'],,,,,,,,,,,,,,,,
141,King's Landing Rioter #2,/character/ch0348391/,Marko Juraga,/name/nm0432837/,,,,,['Sandor Clegane'],,,,,,,,,,,,,,,,
142,King's Landing Rioter #3,/character/ch0348391/,Rea Separovic,/name/nm5037688/,,,,,['Sandor Clegane'],,,,,,,,,,,,,,,,
143,Kinvara,/character/ch0540065/,Ania Bukstein,/name/nm0119804/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZGNkYWZlZmYtM2Y4Yi00YmJjLTk1OTktNDc0YmMxODY5ZTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGNkYWZlZmYtM2Y4Yi00YmJjLTk1OTktNDc0YmMxODY5ZTI2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
144,Kitty Frey,/character/ch0576869/,Lucy Hayes,/name/nm8314450/,Frey,,,,,,,,,,,['Walder Frey'],,,,,,,,,
145,Knight of House Frey,/character/ch0305317/,Patrick Ryan,/name/nm3122423/,,,,,,,,,,,,,,,,,,,,,
146,Knight of House Lynderly,/character/ch0305322/,Paddy Rocks,/name/nm0734304/,,,,,,,,,,,,,,,,,,,,,
147,Kovarro,/character/ch0304969/,Steven Cole,/name/nm0170799/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BZjRmMzgyY2QtMzNmYy00NmRhLWIxNzItOGEwOWU2MzA5YjUwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjRmMzgyY2QtMzNmYy00NmRhLWIxNzItOGEwOWU2MzA5YjUwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
148,Kraznys mo Nakloz,/character/ch0339503/,Dan Hildebrand,/name/nm0383835/,,,,,['Drogon'],https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzZGY0NWUtMmM1OC00NDYzLTkxMjYtM2I1MGM5MTkzODMwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIzZGY0NWUtMmM1OC00NDYzLTkxMjYtM2I1MGM5MTkzODMwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
149,Kurleket,/character/ch0305315/,Kevin Keenan,/name/nm4450657/,,,,,['Mountain Clansman'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmY3NWI0YTItNWFkZi00MTVlLWIyNDQtN2MwYjY0ZjhhOTdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
150,Lady,,,,Stark,,,"['Grey Wind', 'Nymeria', 'Summer', 'Shaggydog', 'Ghost']",['Eddard Stark'],,,,,,,,,,,,['Sansa Stark'],,,,
151,Lady Crane,/character/ch0541190/,Essie Davis,/name/nm0204583/,,,,,['The Waif'],https://images-na.ssl-images-amazon.com/images/M/MV5BZTUyOTFlNjgtYzJjYS00MDY5LWJhMDQtYTJiZThjOTlmNTg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTUyOTFlNjgtYzJjYS00MDY5LWJhMDQtYTJiZThjOTlmNTg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
152,Lancel Lannister,/character/ch0376927/,Eugene Simon,/name/nm1638294/,Lannister,,['Kevan Lannister'],"['Martyn Lannister', 'Willem Lannister']",['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTQ5MzEzNV5BMl5BanBnXkFtZTgwNTQ4MDA2NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTQ5MzEzNV5BMl5BanBnXkFtZTgwNTQ4MDA2NTE@._V1_SY1000_CR0,0,1503,1000_AL_.jpg",,,,,,,,,,,,,,
153,Lannister Captain,/character/ch0305308/,Aiden Condron,/name/nm0174449/,,,,,,,,,,,,,,,,,,,,,
154,Lannister Captain,/character/ch0305308/,Richard Laing,/name/nm0481924/,,,,,,,,,,,,,,,,,,,,,
155,Lannister Guardsman,/character/ch0305047/,Conor Delaney,/name/nm1406364/,,,,,,,,,,,,,,,,,,,,,
156,Lannister Messenger,/character/ch0379228/,Simon Stewart,/name/nm4492930/,,,,,,,,,,,,,,,,,,,,,
157,Lannister Scout,/character/ch0379230/,Chris Gallagher,/name/nm3292422/,,,,,,,,,,,,,,,,,,,,,
158,Lead Dornish Guard,/character/ch0539716/,Christian Vit,/name/nm5908524/,,,,,['Bronn'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzM5ODM3OV5BMl5BanBnXkFtZTgwMjU1ODg2NTE@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzM5ODM3OV5BMl5BanBnXkFtZTgwMjU1ODg2NTE@._V1_SX865_CR0,0,865,999_AL_.jpg",,,,,,,,,,,,,,
159,Leaf,/character/ch0467999/,,,,,,,['Wights'],https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYTJjNGJhYmYtNGViMy00NTg3LWI0M2YtNmM3OGI3NzA3MGVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,"[{'actorName': 'Kae Alexander', 'actorLink': '/name/nm5221696/', 'seasonsActive': [6]}, {'actorName': 'Octavia Selena Alexandru', 'actorLink': '/name/nm3238466/', 'seasonsActive': [4]}]",,,,,
160,Lem Lemoncloak,/character/ch0542106/,Jóhannes Haukur Jóhannesson,/name/nm1778512/,,,,,['Sandor Clegane'],https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZWYxOGUwODAtZmY0MS00OTFkLWI0YTUtZTkxNjI1ZjE1YmJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Brother Ray'],,,,,,,,,,,,
161,Leo Lefford,/character/ch0305040/,Vinnie McCabe,/name/nm0564516/,,,,,,,,,,,,,,,,,,,,,
162,Lhara,/character/ch0476558/,Sarine Sofair,/name/nm3330066/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBjZDY4M2YtOWU1ZC00NTA2LWI4ODItYWZjYjlhMWY5NDhmL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTBjZDY4M2YtOWU1ZC00NTA2LWI4ODItYWZjYjlhMWY5NDhmL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
163,Little Bird,/character/ch0305326/,Samuel Paul Small,/name/nm6537691/,,,,,,,,,,,,,,,,,,,,,
164,Little Bird,/character/ch0305326/,Tristan Mercieca,/name/nm4475204/,,,,,,,,,,,,,,,,,,,,,
165,Little Bird #3,/character/ch0305326/,Michael Nevin,/name/nm8127150/,,,,,,,,,,,,,,,,,,,,,
166,Little Bird #4,/character/ch0305326/,Jesse Magee,/name/nm8127151/,,,,,,,,,,,,,,,,,,,,,
167,Little Bird #5,/character/ch0305326/,Iona Clarke,/name/nm8133415/,,,,,,,,,,,,,,,,,,,,,
168,Little Bird #6,/character/ch0305326/,Lucy Gallagher,/name/nm8127152/,,,,,,,,,,,,,,,,,,,,,
169,Little Bird #7,/character/ch0305326/,Fionn Kernan,/name/nm6462692/,,,,,,,,,,,,,,,,,,,,,
170,Loboda,/character/ch0511931/,Zachary Baharov,/name/nm1707712/,,,,,['White Walker'],https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDU5NzIxYzQtNDExMi00YTljLThiNjItMWIxNDEwZTJhNjZkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
171,Locke,/character/ch0045904/,Noah Taylor,/name/nm0852965/,,,,,['Hodor'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1._SX100_SY140_.jpg,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTg1MDM2ODE0MF5BMl5BanBnXkFtZTcwNzM4MzA0OQ@@._V1_SY1000_CR0,0,665,1000_AL_.jpg",,,,,,,,,,,,,,
172,Lollys Stokeworth,/character/ch0511247/,Elizabeth Cadwallader,/name/nm5502252/,,,,,,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODQ5MTY2MjAtZmM4NC00OGZmLWIyYjEtYTNlOGQxMzg2NzgxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,['Bronn'],,,,,,,,,
173,Lommy Greenhands,/character/ch0257030/,Eros Vlahos,/name/nm2869309/,,,,,['Polliver'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MWUxMzYtMTAxNy00M2MzLTk5N2QtOTY1ZTE1ZGE2OTU4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
174,Loras Tyrell,/character/ch0231428/,Finn Jones,/name/nm3645691/,Tyrell,,['Mace Tyrell'],['Margaery Tyrell'],['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzcwNDAxZGMtODU1Mi00YzA2LWJhMzYtN2FjZjg2YWZlMTQ4XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,,,,,,,,,,,
175,Lord Galbart Glover,/character/ch0305041/,Mark Coney,/name/nm5651524/,,,,,,,,,,,,,,,,,,,,,
176,Lord Portan,/character/ch0305334/,Gordon Fulton,/name/nm1101680/,,,,,,,,,,,,,,,,,,,,,
177,Lord Varys,/character/ch0249636/,Conleth Hill,/name/nm0384152/,,,,,['Daenerys Targaryen'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDk2MjczM15BMl5BanBnXkFtZTcwODk0ODg4OQ@@._V1_.jpg,,,,,,,,,,,,,,
178,Lordsport Dockhand,/character/ch0379224/,Jer O'Leary,/name/nm0641596/,,,,,,,,,,,,,,,,,,,,,
179,Lothar Frey,/character/ch0384471/,,,Frey,,['Walder Frey'],,['Arya Stark'],https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDc0NDA3YmYtZTNjYi00ZDExLWE2NTUtNzk5NjI3MGI3NzM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Talisa Maegyr'],,,,,,,"[{'actorName': 'Daniel Tuite', 'actorLink': '/name/nm1264590/', 'seasonsActive': [6]}, {'actorName': 'Tom Brooke', 'actorLink': '/name/nm1623508/', 'seasonsActive': [3]}]",,,,,
180,Loyal Night's Watchman #1,/character/ch0509452/,Steve Cash,/name/nm3524836/,,,,,,,,,,,,,,,,,,,,,
181,Loyal Night's Watchman #2,/character/ch0509452/,Robert Fawsitt,/name/nm6342915/,,,,,,,,,,,,,,,,,,,,,
182,Lyanna Mormont,/character/ch0541884/,Bella Ramsey,/name/nm8165602/,Mormont,,,,['Wun Wun'],https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTY3MWNmYjAtZjZhYi00M2IzLWJjNDMtMjUzZmU3NTYyYWUxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Wun Wun'],,,,,,,,,,,,
183,Lyanna Stark,/character/ch0543804/,Aisling Franciosi,/name/nm4957233/,Stark,,['Rickard Stark'],"['Brandon Stark', 'Benjen Stark', 'Eddard Stark']",['Jon Snow'],https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5NTczY2QtNmQxYS00NTAwLWE2ZTAtYzc1MTkyZGU5MzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,['Jon Snow'],"['Robert Baratheon', 'Rhaegar Targaryen']",,,,,,,['Rhaegar Targaryen'],,
184,Lysa Arryn,/character/ch0251736/,Kate Dickie,/name/nm0225483/,"['Arryn', 'Tully']",,['Hoster Tully'],"['Catelyn Tully', 'Edmure Tully']",['Petyr Baelish'],https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlYTYzOTYtOTg1ZC00YzdlLTliNTgtZDhjMTY1MGViZTA5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,['Jon Arryn'],,,['Petyr Baelish'],,,,,,,,,
185,Mace Tyrell,/character/ch0384328/,Roger Ashton-Griffiths,/name/nm0004355/,Tyrell,,,,['Cersei Lannister'],https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyZWFjZjItYmI4NS00ZDE2LTg4Y2YtYWJkYWI5MWJlNWFjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,,,,"['Margaery Tyrell', 'Loras Tyrell']",,,,,,,,,,
